id,title,authors,categories,published_date,publisher,average_rating,ratings_count,page_count,description,thumbnail,info_link,preview_link
DinZShxE0L8C,Transactions of the Board of Trustees,University of Illinois (System). Board of Trustees,"Education, Higher",1980,,,,664,,http://books.google.com/books/content?id=DinZShxE0L8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=DinZShxE0L8C&dq=health&hl=&source=gbs_api,http://books.google.com/books?id=DinZShxE0L8C&q=health&dq=health&hl=&cd=269&source=gbs_api
-QslrpN9eVQC,Provincial Profile: Misamis Occidental,Unknown,Philippines,1996,,,,210,,http://books.google.com/books/content?id=-QslrpN9eVQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=-QslrpN9eVQC&dq=health&hl=&source=gbs_api,http://books.google.com/books?id=-QslrpN9eVQC&q=health&dq=health&hl=&cd=270&source=gbs_api
1EJZEVDaCXAC,California. Court of Appeal (6th Appellate District). Records and Briefs,California (State).,Law,,,,,58,,http://books.google.com/books/content?id=1EJZEVDaCXAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=1EJZEVDaCXAC&dq=health&hl=&source=gbs_api,http://books.google.com/books?id=1EJZEVDaCXAC&q=health&dq=health&hl=&cd=271&source=gbs_api
AWonAAAAMAAJ,The Journal of the National Education Association,National Education Association of the United States,Education,1923,,,,904,,http://books.google.com/books/content?id=AWonAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=AWonAAAAMAAJ&dq=health&hl=&source=gbs_api,http://books.google.com/books?id=AWonAAAAMAAJ&q=health&dq=health&hl=&cd=272&source=gbs_api
Mote6kLm-YQC,The Pivotal Problems of Education,William Francis Cunningham,Education,1957,,,,616,,http://books.google.com/books/content?id=Mote6kLm-YQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=Mote6kLm-YQC&dq=health&hl=&source=gbs_api,http://books.google.com/books?id=Mote6kLm-YQC&q=health&dq=health&hl=&cd=273&source=gbs_api
K21BBSbG7p8C,Blue Book,Jamaica,Uncategorized,1928,,,,488,,http://books.google.com/books/content?id=K21BBSbG7p8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=K21BBSbG7p8C&dq=health&hl=&source=gbs_api,http://books.google.com/books?id=K21BBSbG7p8C&q=health&dq=health&hl=&cd=274&source=gbs_api
BjjQAAAAMAAJ,Ohio General Statistics for the Period ...,Ohio. Secretary of State,Ohio,1920,,,,604,,http://books.google.com/books/content?id=BjjQAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=BjjQAAAAMAAJ&dq=health&hl=&source=gbs_api,http://books.google.com/books?id=BjjQAAAAMAAJ&q=health&dq=health&hl=&cd=275&source=gbs_api
Pimhx5arJEEC,La Medicina del lavoro,Unknown,Medicine,1986,,,,734,,http://books.google.com/books/content?id=Pimhx5arJEEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=Pimhx5arJEEC&dq=health&hl=&source=gbs_api,http://books.google.com/books?id=Pimhx5arJEEC&q=health&dq=health&hl=&cd=276&source=gbs_api
QlSoy9HN_jQC,Annual Report of the Ministry of Planning and Economic Affairs to the ... Legislature of the Second Republic of Liberia for the Period ...,Liberia. Ministry of Planning and Economic Affairs,Liberia,1989,,,,118,,http://books.google.com/books/content?id=QlSoy9HN_jQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=QlSoy9HN_jQC&dq=health&hl=&source=gbs_api,http://books.google.com/books?id=QlSoy9HN_jQC&q=health&dq=health&hl=&cd=277&source=gbs_api
C9TSDwAAQBAJ,Essentials of Public Health Research Methods,"Richard A. Crosby, Laura F. Salazar",Medical,2020-03-16,Jones & Bartlett Learning,,,268,"Part of the Essential Public Health Series, Essentials of Public Health Research Methods is specifically written for undergraduate students studying public health who want to fully understand the range of research methods as applied to public health. Using the circular model of public health research as an overarching framework, Essentials of Public Health Research Methods provides a clear, time-tested methodology that leads students step-by-step through the research process -- from framing the questions, identifying the study design and choosing methodology to collecting and analyzing data, and disseminating research findings. By following this process, students learn about various facets of public health, while also learning how to select and apply various research methodologies.",http://books.google.com/books/content?id=C9TSDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=C9TSDwAAQBAJ&dq=health&hl=&source=gbs_api,http://books.google.com/books?id=C9TSDwAAQBAJ&printsec=frontcover&dq=health&hl=&cd=278&source=gbs_api
PDTQAAAAMAAJ,Monthly Bulletin,St. Louis Public Library,Uncategorized,1924,,,,434,"""Teachers' bulletin"", vol. 4- issued as part of v. 23, no. 9-",http://books.google.com/books/content?id=PDTQAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=PDTQAAAAMAAJ&dq=health&hl=&source=gbs_api,http://books.google.com/books?id=PDTQAAAAMAAJ&pg=PA146&dq=health&hl=&cd=279&source=gbs_api
PTTQ6cEBBREC,United Nations Documents Index,Unknown,Uncategorized,1998,,,,500,,http://books.google.com/books/content?id=PTTQ6cEBBREC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=PTTQ6cEBBREC&dq=health&hl=&source=gbs_api,http://books.google.com/books?id=PTTQ6cEBBREC&pg=PA561&dq=health&hl=&cd=280&source=gbs_api
GnUEK6AEsfIC,Sociology And Health Care,"Sheaff, Mike",Social Science,2005-07-01,McGraw-Hill Education (UK),,,276,"Is it relevant to think of patients as customers or consumers? Do people who are better off get better access to health care, irrespective of the severity of their condition? Why is technical knowledge often given higher status than knowledge based on our own experiences? These questions and more are addressed by this book.",http://books.google.com/books/content?id=GnUEK6AEsfIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=GnUEK6AEsfIC&dq=health&hl=&source=gbs_api,http://books.google.com/books?id=GnUEK6AEsfIC&printsec=frontcover&dq=health&hl=&cd=281&source=gbs_api
OSCh35wwqOEC,Summary Record of the ... Meeting,"United Nations. General Assembly. Third Committee--Social, Humanitarian and Cultural Questions",Public welfare,2003,,,,678,,http://books.google.com/books/content?id=OSCh35wwqOEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=OSCh35wwqOEC&dq=health&hl=&source=gbs_api,http://books.google.com/books?id=OSCh35wwqOEC&q=health&dq=health&hl=&cd=282&source=gbs_api
2wZ7xh-BJ6sC,"From the Center, and Margins",Unknown,Women,2002,,,,108,,http://books.google.com/books/content?id=2wZ7xh-BJ6sC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=2wZ7xh-BJ6sC&dq=health&hl=&source=gbs_api,http://books.google.com/books?id=2wZ7xh-BJ6sC&q=health&dq=health&hl=&cd=283&source=gbs_api
rNQBAE4l5y4C,Flour & Feed,Unknown,Feed industry,1911,,,,812,,http://books.google.com/books/content?id=rNQBAE4l5y4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://play.google.com/store/books/details?id=rNQBAE4l5y4C&source=gbs_api,http://books.google.com/books?id=rNQBAE4l5y4C&pg=RA10-PA45&dq=health&hl=&cd=284&source=gbs_api
NfgcPgUL4_0C,"Annual Report - Joint Committee on Administrative Rules, Illinois General Assembly",Illinois. General Assembly. Joint Committee on Administrative Rules,Administrative law,1988,,,,224,,http://books.google.com/books/content?id=NfgcPgUL4_0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=NfgcPgUL4_0C&dq=health&hl=&source=gbs_api,http://books.google.com/books?id=NfgcPgUL4_0C&q=health&dq=health&hl=&cd=285&source=gbs_api
JL6sicbakrEC,Journal of the House of Representatives,Illinois. General Assembly. House of Representatives,Illinois,1983,,,,2906,,http://books.google.com/books/content?id=JL6sicbakrEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=JL6sicbakrEC&dq=health&hl=&source=gbs_api,http://books.google.com/books?id=JL6sicbakrEC&q=health&dq=health&hl=&cd=286&source=gbs_api
m6J96-0QsPYC,Journals and Proceedings of the House of Assembly of the Province of Nova Scotia,Nova Scotia. General Assembly. House of Assembly,Uncategorized,1955,,,,1020,,http://books.google.com/books/content?id=m6J96-0QsPYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=m6J96-0QsPYC&dq=health&hl=&source=gbs_api,http://books.google.com/books?id=m6J96-0QsPYC&q=health&dq=health&hl=&cd=287&source=gbs_api
CnLonOQrmHMC,Malaŵi Statistical Yearbook,Unknown,Malawi,2003,,,,114,,http://books.google.com/books/content?id=CnLonOQrmHMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=CnLonOQrmHMC&dq=health&hl=&source=gbs_api,http://books.google.com/books?id=CnLonOQrmHMC&q=health&dq=health&hl=&cd=288&source=gbs_api
atRYCq5t-sMC,Journal of the House of Representatives of the ... Regular Session of the General Assembly of the State of Iowa,Iowa. General Assembly. House of Representatives,Iowa,1929,,,,2114,,http://books.google.com/books/content?id=atRYCq5t-sMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=atRYCq5t-sMC&dq=health&hl=&source=gbs_api,http://books.google.com/books?id=atRYCq5t-sMC&q=health&dq=health&hl=&cd=289&source=gbs_api
-P-fAAAAMAAJ,"Reconstruction and Production. Hearings Before the Select Committee on Reconstruction and Production, United States Senate, Sixty-sixth Congress, Third Session, Pursuant to S. Res. 350 Authorizing the Appointment of a Committee to Inquire Into the General Building Situation and to Report to the Senate Before December 1, 1920, Such Measures as May be Deemed Necessary to Stimulate and Foster the Development of Construction Work in All Its Forms ... Printed for the Use of the Select Committee on Reconstruction and Production",United States. Congress. Senate,Coal trade,1921,,,,1210,,http://books.google.com/books/content?id=-P-fAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=-P-fAAAAMAAJ&dq=health&hl=&source=gbs_api,http://books.google.com/books?id=-P-fAAAAMAAJ&q=health&dq=health&hl=&cd=290&source=gbs_api
PsBmPTQE5VoC,The Handbook of Social Studies in Health and Medicine,"Gary L Albrecht, Ray Fitzpatrick, Susan C Scrimshaw",Social Science,2000,SAGE,,,576,"This is the first international and inter-disciplinary social science Handbook on health and medicine. Five years in the making, and building on the insights and advice of an international editorial board, the book brings together world-class figures to provide an indispensable, comprehensive resource book on social science, health and medicine. Pinpointing the focal issues of research and debate in one volume, the material is organized into three sections: social and cultural frameworks of analysis; the experience of health and illness; and health care systems and practices. Each section consists of specially commissioned chapters designed to examine the vital conceptual and methodological practice and policy issues. Readers recei",http://books.google.com/books/content?id=PsBmPTQE5VoC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=PsBmPTQE5VoC&dq=health&hl=&source=gbs_api,http://books.google.com/books?id=PsBmPTQE5VoC&printsec=frontcover&dq=health&hl=&cd=291&source=gbs_api
3esDAAAAMBAJ,Yoga Journal,Unknown,Uncategorized,1976-11,,,,56,"For more than 30 years, Yoga Journal has been helping readers achieve the balance and well-being they seek in their everyday lives. With every issue,Yoga Journal strives to inform and empower readers to make lifestyle choices that are healthy for their bodies and minds. We are dedicated to providing in-depth, thoughtful editorial on topics such as yoga, food, nutrition, fitness, wellness, travel, and fashion and beauty.",http://books.google.com/books/content?id=3esDAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=3esDAAAAMBAJ&dq=health&hl=&source=gbs_api,http://books.google.com/books?id=3esDAAAAMBAJ&printsec=frontcover&dq=health&hl=&cd=292&source=gbs_api
cR1K28tYZ8UC,Monthly Check-list of State Publications,Library of Congress. Division of Documents,State government publications,1918,,,,662,,http://books.google.com/books/content?id=cR1K28tYZ8UC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://play.google.com/store/books/details?id=cR1K28tYZ8UC&source=gbs_api,http://books.google.com/books?id=cR1K28tYZ8UC&pg=PA573&dq=health&hl=&cd=293&source=gbs_api
g-wKGFY-6UoC,Indochina Chronology,Unknown,Cambodia,1999-04,,,,122,,http://books.google.com/books/content?id=g-wKGFY-6UoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=g-wKGFY-6UoC&dq=health&hl=&source=gbs_api,http://books.google.com/books?id=g-wKGFY-6UoC&q=health&dq=health&hl=&cd=294&source=gbs_api
77wsAAAAMAAJ,Special Publication,American Association of Economic Entomologists,Beneficial insects,1921,,,,448,,http://books.google.com/books/content?id=77wsAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=77wsAAAAMAAJ&dq=health&hl=&source=gbs_api,http://books.google.com/books?id=77wsAAAAMAAJ&q=health&dq=health&hl=&cd=295&source=gbs_api
tKLhOFexoREC,"Sessional Papers, British Columbia",British Columbia. Legislative Assembly,Administrative agencies,1923,,,,1260,Compilation of annual reports of various governmental agencies.,http://books.google.com/books/content?id=tKLhOFexoREC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=tKLhOFexoREC&dq=health&hl=&source=gbs_api,http://books.google.com/books?id=tKLhOFexoREC&q=health&dq=health&hl=&cd=296&source=gbs_api
iGpt0f0tMtQC,Official Bulletin,International Labour Office,International Labour Conference,1982,,,,474,,http://books.google.com/books/content?id=iGpt0f0tMtQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=iGpt0f0tMtQC&dq=health&hl=&source=gbs_api,http://books.google.com/books?id=iGpt0f0tMtQC&q=health&dq=health&hl=&cd=297&source=gbs_api
wQgRuu00E8cC,Philippine Journal of Public Administration,Unknown,Philippines,1971,,,,1026,,http://books.google.com/books/content?id=wQgRuu00E8cC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=wQgRuu00E8cC&dq=health&hl=&source=gbs_api,http://books.google.com/books?id=wQgRuu00E8cC&q=health&dq=health&hl=&cd=298&source=gbs_api
_VRqAAAAMAAJ,Health Program Planning: An Educational and Ecological Approach,"Lawrence Green, Marshall Kreuter",Education,2005,McGraw-Hill Humanities/Social Sciences/Languages,4,1,610,This classic text by the creators of the PRECEDE-PROCEED model provides a comprehensive overview of the principles and processes of health promotion planning. It is an invaluable up-to-date resource for students and practitioners in any discipline whose programs will include a significant health education or health promotion component. Each chapter includes references and extensive endnotes from the most current literature and is backed by the authors’ reputations as leading researchers and practitioners in the field.,http://books.google.com/books/content?id=_VRqAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=_VRqAAAAMAAJ&dq=health&hl=&source=gbs_api,http://books.google.com/books?id=_VRqAAAAMAAJ&q=health&dq=health&hl=&cd=299&source=gbs_api
ucA_IxRdkdkC,The Lancet,Unknown,Medicine,1947,,,,370,,http://books.google.com/books/content?id=ucA_IxRdkdkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=ucA_IxRdkdkC&dq=health&hl=&source=gbs_api,http://books.google.com/books?id=ucA_IxRdkdkC&q=health&dq=health&hl=&cd=300&source=gbs_api
uW8nAgAAQBAJ,Strauss and Mayer’s Emergency Department Management,"Robert W. Strauss, Thom A. Mayer",Medical,2013-12-11,McGraw Hill Professional,,,786,"Offers a real-world, pragmatic guide designed to help emergency department managers efficiently which handle the many complex issues that arise in this challenging clinical environment. This title delivers practical solutions to virtually any problem that may arise in running an emergency department or acute care center.",http://books.google.com/books/content?id=uW8nAgAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=uW8nAgAAQBAJ&dq=health&hl=&source=gbs_api,http://books.google.com/books?id=uW8nAgAAQBAJ&q=health&dq=health&hl=&cd=301&source=gbs_api
ISG-GLtvV3EC,"Final Staff Assessment, GWF Tracy Combined Cycle Power Plant Project",Unknown,Combined cycle power plants,2009,,,,794,,http://books.google.com/books/content?id=ISG-GLtvV3EC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=ISG-GLtvV3EC&dq=health&hl=&source=gbs_api,http://books.google.com/books?id=ISG-GLtvV3EC&q=health&dq=health&hl=&cd=302&source=gbs_api
8pdXAAAAMAAJ,Annals of Clinical Medicine,Unknown,Clinical medicine,1925,,,,842,,http://books.google.com/books/content?id=8pdXAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=8pdXAAAAMAAJ&dq=health&hl=&source=gbs_api,http://books.google.com/books?id=8pdXAAAAMAAJ&q=health&dq=health&hl=&cd=303&source=gbs_api
LsCE6kXLDDsC,Horace H. Rackham School of Graduate Studies Announcement,"Horace H. Rackham School of Graduate Studies, University of Michigan. Dept. of Literature, Science, and the Arts",Universities and colleges,1921,,,,1618,,http://books.google.com/books/content?id=LsCE6kXLDDsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=LsCE6kXLDDsC&dq=health&hl=&source=gbs_api,http://books.google.com/books?id=LsCE6kXLDDsC&q=health&dq=health&hl=&cd=304&source=gbs_api
_Q7uTO4c6zIC,"""Code of Massachusetts regulations, 1994""",Unknown,Uncategorized,1994,,,,174,Archival snapshot of entire looseleaf Code of Massachusetts Regulations held by the Social Law Library of Massachusetts as of January 2020.,http://books.google.com/books/content?id=_Q7uTO4c6zIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=_Q7uTO4c6zIC&dq=health&hl=&source=gbs_api,http://books.google.com/books?id=_Q7uTO4c6zIC&q=health&dq=health&hl=&cd=305&source=gbs_api
dOADONjBLjMC,Parliamentary Debates (Hansard).,Great Britain. Parliament. House of Commons,Great Britain,1948,,,,1408,Contains the 4th session of the 28th Parliament through the session of the Parliament.,http://books.google.com/books/content?id=dOADONjBLjMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=dOADONjBLjMC&dq=health&hl=&source=gbs_api,http://books.google.com/books?id=dOADONjBLjMC&q=health&dq=health&hl=&cd=306&source=gbs_api
vK8gAQAAMAAJ,Minutes of Evidence Taken Before the Royal Commission on Agriculture: Evidence of officers serving under the government of India,Great Britain. Royal Commission on Agriculture in India,Agriculture,1928,,,,1002,,http://books.google.com/books/content?id=vK8gAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=vK8gAQAAMAAJ&dq=health&hl=&source=gbs_api,http://books.google.com/books?id=vK8gAQAAMAAJ&q=health&dq=health&hl=&cd=307&source=gbs_api
ozM6FJQaWfAC,California. Court of Appeal (2nd Appellate District). Records and Briefs,California (State).,Law,,,,,50,,http://books.google.com/books/content?id=ozM6FJQaWfAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=ozM6FJQaWfAC&dq=health&hl=&source=gbs_api,http://books.google.com/books?id=ozM6FJQaWfAC&q=health&dq=health&hl=&cd=308&source=gbs_api
YH04z2GmFu8C,Proposed Tribal College Cataloging Systems,George Gregory Chester,Classification,2006,,,,474,,http://books.google.com/books/content?id=YH04z2GmFu8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=YH04z2GmFu8C&dq=health&hl=&source=gbs_api,http://books.google.com/books?id=YH04z2GmFu8C&pg=PA62&dq=health&hl=&cd=309&source=gbs_api
0ybaehLfX6oC,Journals of the Legislature of the State of California,California. Legislature,California,1931,,,,2138,,http://books.google.com/books/content?id=0ybaehLfX6oC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=0ybaehLfX6oC&dq=health&hl=&source=gbs_api,http://books.google.com/books?id=0ybaehLfX6oC&q=health&dq=health&hl=&cd=310&source=gbs_api
NY4XFPpcATMC,General Management Series,Unknown,Management,1922,,,,352,,http://books.google.com/books/content?id=NY4XFPpcATMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=NY4XFPpcATMC&dq=health&hl=&source=gbs_api,http://books.google.com/books?id=NY4XFPpcATMC&q=health&dq=health&hl=&cd=311&source=gbs_api
5whYAAAAMAAJ,Medical News and Abstract,Unknown,Medicine,1897,,5,1,886,,http://books.google.com/books/content?id=5whYAAAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://play.google.com/store/books/details?id=5whYAAAAMAAJ&source=gbs_api,http://books.google.com/books?id=5whYAAAAMAAJ&pg=PA806&dq=health&hl=&cd=312&source=gbs_api
g3cd7X4DjUsC,Report,"Millowners' Association (Bombay, India)",Cotton,1959,,,,510,,http://books.google.com/books/content?id=g3cd7X4DjUsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=g3cd7X4DjUsC&dq=health&hl=&source=gbs_api,http://books.google.com/books?id=g3cd7X4DjUsC&q=health&dq=health&hl=&cd=313&source=gbs_api
kP1XAAAAMAAJ,Journal of the Outdoor Life,Unknown,Open-air treatment,1929,,,,534,,http://books.google.com/books/content?id=kP1XAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=kP1XAAAAMAAJ&dq=health&hl=&source=gbs_api,http://books.google.com/books?id=kP1XAAAAMAAJ&q=health&dq=health&hl=&cd=314&source=gbs_api
-wixCNudY1UC,Parliamentary Debates,Great Britain. Parliament. House of Commons,Great Britain,1987,,,,790,,http://books.google.com/books/content?id=-wixCNudY1UC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=-wixCNudY1UC&dq=health&hl=&source=gbs_api,http://books.google.com/books?id=-wixCNudY1UC&q=health&dq=health&hl=&cd=315&source=gbs_api
Pl-a2brRJncC,Press Summary - Illinois Information Service,Illinois Information Service,Illinois,2002-02-15,,,,440,,http://books.google.com/books/content?id=Pl-a2brRJncC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=Pl-a2brRJncC&dq=health&hl=&source=gbs_api,http://books.google.com/books?id=Pl-a2brRJncC&q=health&dq=health&hl=&cd=316&source=gbs_api
67pcfn7vhFIC,Oregon Revised Statutes,Oregon,Law,2005,,,,708,,http://books.google.com/books/content?id=67pcfn7vhFIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=67pcfn7vhFIC&dq=health&hl=&source=gbs_api,http://books.google.com/books?id=67pcfn7vhFIC&q=health&dq=health&hl=&cd=317&source=gbs_api
vyJXAAAAMAAJ,Punch,"Mark Lemon, Henry Mayhew, Tom Taylor, Shirley Brooks, Francis Cowley Burnand, Owen Seaman",Caricatures and cartoons,1924,,,,854,,http://books.google.com/books/content?id=vyJXAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=vyJXAAAAMAAJ&dq=health&hl=&source=gbs_api,http://books.google.com/books?id=vyJXAAAAMAAJ&q=health&dq=health&hl=&cd=318&source=gbs_api
FyChAAAAMAAJ,The Annual Meeting - Association of Urban Universities,Association of Urban Universities,Education,1927,,,,164,,http://books.google.com/books/content?id=FyChAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=FyChAAAAMAAJ&dq=health&hl=&source=gbs_api,http://books.google.com/books?id=FyChAAAAMAAJ&q=health&dq=health&hl=&cd=319&source=gbs_api
K-Mc7PlQ8psC,Report of the Commonwealth and States of Australia Second Conference on Uniform Standards for Foods and Drugs,Unknown,Drugs,1913,,,,54,,http://books.google.com/books/content?id=K-Mc7PlQ8psC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://play.google.com/store/books/details?id=K-Mc7PlQ8psC&source=gbs_api,http://books.google.com/books?id=K-Mc7PlQ8psC&pg=PA3&dq=health&hl=&cd=320&source=gbs_api
oQgAAAAAMBAJ,Vegetarian Times,Unknown,Uncategorized,1987-04,,4,1,64,"To do what no other magazine does: Deliver simple, delicious food, plus expert health and lifestyle information, that's exclusively vegetarian but wrapped in a fresh, stylish mainstream package that's inviting to all. Because while vegetarians are a great, vital, passionate niche, their healthy way of eating and the earth-friendly values it inspires appeals to an increasingly large group of Americans. VT's goal: To embrace both.",http://books.google.com/books/content?id=oQgAAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=oQgAAAAAMBAJ&dq=health&hl=&source=gbs_api,http://books.google.com/books?id=oQgAAAAAMBAJ&printsec=frontcover&dq=health&hl=&cd=321&source=gbs_api
f0tut0-xhjIC,Report ...,Illinois. Atomic Power Investigating Commission,Nuclear energy,1961,,,,80,,http://books.google.com/books/content?id=f0tut0-xhjIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=f0tut0-xhjIC&dq=health&hl=&source=gbs_api,http://books.google.com/books?id=f0tut0-xhjIC&q=health&dq=health&hl=&cd=322&source=gbs_api
x6ZwaIZ8MikC,Host Bibliographic Record for Boundwith Item Barcode 30112053159395 and Others,Unknown,Uncategorized,1922,,,,878,,http://books.google.com/books/content?id=x6ZwaIZ8MikC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=x6ZwaIZ8MikC&dq=health&hl=&source=gbs_api,http://books.google.com/books?id=x6ZwaIZ8MikC&q=health&dq=health&hl=&cd=323&source=gbs_api
gAcAAAAAMBAJ,Vegetarian Times,Unknown,Uncategorized,1981-07,,4,3,104,"To do what no other magazine does: Deliver simple, delicious food, plus expert health and lifestyle information, that's exclusively vegetarian but wrapped in a fresh, stylish mainstream package that's inviting to all. Because while vegetarians are a great, vital, passionate niche, their healthy way of eating and the earth-friendly values it inspires appeals to an increasingly large group of Americans. VT's goal: To embrace both.",http://books.google.com/books/content?id=gAcAAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=gAcAAAAAMBAJ&dq=health&hl=&source=gbs_api,http://books.google.com/books?id=gAcAAAAAMBAJ&printsec=frontcover&dq=health&hl=&cd=324&source=gbs_api
wbfAfFTrj_wC,Illinois History Teacher,Unknown,Illinois,2006,,,,62,,http://books.google.com/books/content?id=wbfAfFTrj_wC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=wbfAfFTrj_wC&dq=health&hl=&source=gbs_api,http://books.google.com/books?id=wbfAfFTrj_wC&q=health&dq=health&hl=&cd=325&source=gbs_api
Trc0BNF7LTkC,Philippine Labor,Unknown,Labor,1991,,,,666,,http://books.google.com/books/content?id=Trc0BNF7LTkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=Trc0BNF7LTkC&dq=health&hl=&source=gbs_api,http://books.google.com/books?id=Trc0BNF7LTkC&q=health&dq=health&hl=&cd=326&source=gbs_api
nKVXpAReZDEC,Alabama Social Welfare,Unknown,Public welfare,1969,,,,362,"Annual report of the Dept. included in one of the monthly issues, 1949-",http://books.google.com/books/content?id=nKVXpAReZDEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=nKVXpAReZDEC&dq=health&hl=&source=gbs_api,http://books.google.com/books?id=nKVXpAReZDEC&q=health&dq=health&hl=&cd=327&source=gbs_api
VKK4H-oCV8gC,Fiat Lux,Unknown,East Indians,1987-02,,,,206,,http://books.google.com/books/content?id=VKK4H-oCV8gC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=VKK4H-oCV8gC&dq=health&hl=&source=gbs_api,http://books.google.com/books?id=VKK4H-oCV8gC&q=health&dq=health&hl=&cd=328&source=gbs_api
